
9, -10321.880859, 203.101669, -2954.073242, 0.523599, 0.000218, -0.000296
10, -10320.097656, 203.101059, -2954.947021, 0.523599, 0.000218, -0.000296
1, -9648.333984, 219.227509, -2606.631836, -2.938790, 0.000000, 0.000000
2, -9706.526367, 209.065338, -2640.431885, 1.827580, 0.000000, 0.000000
1, -9703.863281, 210.590027, -2713.240234, -2.105605, 0.000000, 0.000000
1, -10307.337891, 203.364029, -2962.234131, 0.000000, 0.000000, 0.000000
2, -10308.869141, 203.164032, -2960.822021, 0.000000, 0.000000, 0.000000
3, -10310.381836, 203.368027, -2959.563232, 0.000000, 0.000000, 0.000000
4, -10311.893555, 203.364029, -2958.554443, 0.000000, 0.000000, 0.000000
1, -10319.441406, 203.376038, -2960.187500, -3.141592, 0.000041, -0.000365
1, -10311.392578, 203.375931, -2968.763428, -2.356194, 0.000284, -0.000280
1, -10313.992188, 203.375397, -2964.314697, -2.617994, 0.000284, -0.000280
2, -10378.295898, 221.818558, -3182.003662, 2.879793, 0.000000, 0.000000
1, -10372.878906, 219.424759, -3169.197266, -1.047197, 0.000000, 0.000000
1, -10422.387695, 203.339035, -3000.356201, -1.487611, 0.000000, 0.000000
2, -10340.993164, 221.818573, -3172.136230, -0.387611, 0.000000, 0.000000
2, -10217.864258, 233.280792, -2830.023926, 2.095131, 0.000000, 0.000000
1, -10488.027344, 360.702240, -3176.148193, 0.712389, 0.000000, 0.000000
2, -10499.483398, 363.842255, -3173.957031, 1.562389, 0.000000, 0.000000
1, -10470.512695, 367.059662, -3180.795898, -1.587611, 0.000000, 0.000000
2, -10484.245117, 309.401855, -3102.440674, -1.587611, 0.000000, 0.000000
1, -10500.780273, 364.067230, -3116.070312, -1.587611, 0.000000, 0.000000
1, -10401.055664, 209.225021, -3091.943604, -0.987611, 0.000000, 0.000000
1, -10411.254883, 209.316895, -3160.937744, -1.887611, 0.000000, 0.000000
1, -10426.182617, 215.225021, -3184.963867, -2.587611, 0.000000, 0.000000
2, -10398.190430, 203.818268, -3233.465820, -2.587611, 0.000000, 0.000000
1, -10410.724609, 203.535965, -3256.111328, 0.545574, 0.000000, 0.000000
1, -10487.729492, 209.225021, -3195.070068, 0.045574, 0.000000, 0.000000
1, -10470.977539, 213.829453, -3134.569336, 3.128759, 0.000000, 0.000000
1, -10439.316406, 209.225021, -3114.782715, -2.054426, 0.000000, 0.000000
1, -10319.040039, 203.339035, -3190.639893, 2.878759, 0.000000, 0.000000
2, -10343.866211, 207.271027, -3239.623779, -2.604425, 0.000000, 0.000000
1, -10516.063477, 264.442505, -2886.428467, 3.128759, 0.000000, 0.000000
1, -10155.396484, 233.505798, -2831.423096, 1.345131, 0.000000, 0.000000
1, -10482.982422, 267.438293, -2865.328857, -3.121241, 0.000000, 0.000000
1, -10497.935547, 205.989746, -3013.827393, -2.371241, 0.000000, 0.000000
1, -10483.812500, 203.366348, -2894.729248, -2.321240, 0.000000, 0.000000
1, -10373.754883, 227.336792, -2852.046631, -2.121241, 0.000000, 0.000000
2, -10382.026367, 293.298309, -2857.079590, 2.661944, 0.000000, 0.000000
1, -10367.087891, 318.267212, -2884.634766, 1.011944, 0.000000, 0.000000
1, -10367.506836, 374.209564, -2833.330566, -2.821240, 0.000000, 0.000000
2, -10352.848633, 322.909210, -2823.957275, 2.611945, 0.000000, 0.000000
1, -10407.641602, 377.574585, -2853.592529, -2.121241, 0.000000, 0.000000
1, -10395.513672, 374.209564, -2864.447998, -2.921241, 0.000000, 0.000000
1, -10317.988281, 380.567017, -2833.767578, 2.611945, 0.000000, 0.000000
1, -10204.506836, 470.889130, -2837.736816, -1.038057, 0.000000, 0.000000
1, -10177.688477, 470.889130, -2853.194580, 2.095131, 0.000000, 0.000000
2, -10188.062500, 507.737793, -2855.044678, 2.095131, 0.000000, 0.000000
1, -10153.115234, 233.505798, -2839.930420, 1.345131, 0.000000, 0.000000
1, -10198.917969, 211.617020, -2916.826172, 2.095131, 0.000000, 0.000000
1, -10198.391602, 211.617020, -2876.635986, 2.095131, 0.000000, 0.000000
1, -10269.836914, 211.617020, -2834.381348, -2.838056, 0.000000, 0.000000
1, -10255.577148, 211.617020, -2745.795166, -0.004871, 0.000000, 0.000000
4, -10250.533203, 574.005127, -2702.593018, 1.595131, 0.000000, 0.000000
2, -10253.591797, 502.411346, -2702.607178, 1.545132, 0.000000, 0.000000
1, -10237.495117, 544.724854, -2736.372314, 1.545132, 0.000000, 0.000000
2, -10208.013672, 567.554260, -2678.798828, 1.545132, 0.000000, 0.000000
1, -10201.945312, 532.498169, -2680.335205, 2.845131, 0.000000, 0.001098
1, -10257.714844, 232.043320, -2674.666748, 2.295132, 0.000000, 0.000000
1, -10207.513672, 232.043320, -2728.229248, 0.695129, 0.000000, 0.000000
2, -10079.921875, 253.451416, -2721.286621, -0.004871, 0.000000, 0.000000
2, -10104.628906, 263.524231, -2721.285645, -0.004871, 0.000000, 0.000000
1, -10091.449219, 327.858246, -2726.517090, -0.004871, 0.000000, 0.000000
1, -10162.828125, 312.008636, -2729.800049, -0.504871, 0.000000, 0.000000
1, -10170.454102, 312.008636, -2717.877441, 2.578317, 0.000000, 0.000000
1, -10309.218750, 222.718781, -2772.182617, 1.528314, 0.000000, 0.000000
1, -10295.635742, 203.548996, -2740.067627, -1.571685, 0.000000, 0.000000
1, -10317.690430, 211.617020, -2650.643066, -1.571685, 0.000000, 0.000000
2, -10171.522461, 202.988419, -2544.013672, -1.058441, 0.032442, 0.034001
1, -10122.981445, 203.366379, -2511.673584, -1.021685, 0.000000, 0.000000
1, -10087.681641, 203.366379, -2490.565186, -1.021685, 0.000000, 0.000000
1, -10084.669922, 216.442535, -2474.836426, -1.021685, 0.000000, 0.000000
1, -10093.031250, 228.442535, -2501.400879, 0.528314, 0.000000, 0.000000
1, -10040.161133, 255.018631, -2493.788086, 1.328317, 0.000000, 0.000000
2, -10041.799805, 226.204254, -2585.707764, 2.078317, 0.000000, 0.000000
1, -9968.625977, 214.739685, -2601.879395, 2.078317, 0.000000, 0.000000
1, -10075.037109, 203.196503, -2614.670654, 1.177776, -0.022945, 0.001965
1, -10045.102539, 205.463211, -2576.472168, -1.021685, 0.000000, 0.000000
1, -10214.968750, 203.542252, -2649.212891, 0.178315, 0.000000, 0.000000
1, -10264.392578, 200.915039, -2560.851318, -0.021685, 0.000000, 0.000000
1, -10400.554688, 211.617020, -2649.295166, 0.028314, 0.000000, 0.000000
2, -10430.588867, 215.570999, -2667.807861, 0.028314, 0.000000, 0.000000
1, -10433.014648, 230.995453, -2659.492432, -0.021685, 0.000000, 0.000000
1, -10494.825195, 215.796005, -2659.155273, -0.021685, 0.000000, 0.000000
1, -10530.414062, 225.878036, -2684.909668, -3.121684, 0.000000, 0.000000
1, -10681.896484, 316.634064, -3301.946289, -2.621684, 0.000000, 0.000000
1, -10641.666992, 316.634064, -3264.275146, 0.528314, 0.000000, 0.000000
1, -10620.118164, 244.519608, -3280.204346, 1.278314, 0.000000, 0.000000
2, -10645.565430, 226.640991, -3335.797363, 2.128316, 0.000000, 0.000000
1, -10692.304688, 200.915070, -3382.826416, 0.678315, -0.000002, -0.000003
1, -10704.823242, 203.375000, -3321.206543, -2.071685, 0.000000, 0.000000
2, -10732.234375, 203.262085, -3270.354004, -2.121684, 0.000000, 0.000000
1, -10672.648438, 226.865997, -3248.104980, -2.621684, 0.000000, 0.000000
1, -10668.198242, 393.362305, -3264.754395, -1.021685, 0.000000, 0.000000
2, -10808.371094, 502.062592, -3223.993896, -0.521685, 0.000000, 0.000000
2, -10846.235352, 567.344299, -3250.336914, -0.521685, 0.000000, 0.000000
1, -10845.742188, 532.288879, -3266.581055, 0.478303, 0.000549, -0.000951
1, -10836.138672, 544.514893, -3264.766357, -2.071685, 0.000000, 0.000000
