-1577.171 312.128 868.786
44.5
StartHeliManeuver
-1605.554,311.786,863.442 0.003987,-0.700198,0.008568,0.713886
-1605.568,311.932,863.447 -0.000238,-0.70014,0.006765,0.713973
-1605.581,312.108,863.449 -0.003724,-0.700078,0.004614,0.714041
-1605.592,312.317,863.448 -0.006324,-0.700017,0.002208,0.714094
-1605.6,312.563,863.443 -0.008001,-0.699961,-0.000332,0.714136
-1605.606,312.847,863.437 -0.008788,-0.699911,-0.002828,0.71417
-1605.61,313.163,863.429 -0.008839,-0.699868,-0.005094,0.714199
-1605.611,313.505,863.42 -0.008353,-0.699833,-0.006975,0.714224
-1605.607,313.862,863.412 -0.007541,-0.699804,-0.008382,0.714246
-1605.549,314.227,863.404 -0.007347,-0.699769,-0.010139,0.714259
-1605.421,314.591,863.395 -0.009184,-0.699704,-0.013657,0.714244
-1605.223,314.948,863.386 -0.0131,-0.699581,-0.019009,0.71418
-1604.955,315.289,863.377 -0.018685,-0.699376,-0.025817,0.714044
-1604.69,315.545,863.369 -0.024083,-0.699135,-0.032063,0.713865
-1604.21,315.893,863.356 -0.0332,-0.69863,-0.042257,0.713462
-1603.735,316.139,863.345 -0.040503,-0.698133,-0.050326,0.713048
-1603.196,316.339,863.334 -0.046958,-0.697625,-0.057454,0.71261
-1602.595,316.485,863.322 -0.05242,-0.697144,-0.063367,0.712198
-1601.933,316.578,863.31 -0.056617,-0.696746,-0.067568,0.711881
-1601.211,316.625,863.297 -0.059857,-0.696422,-0.070537,0.711644
-1600.43,316.635,863.284 -0.062714,-0.696126,-0.073154,0.711424
-1599.589,316.614,863.271 -0.065227,-0.695856,-0.075457,0.711222
-1598.688,316.57,863.256 -0.067433,-0.695612,-0.077476,0.711037
-1597.73,316.51,863.241 -0.069349,-0.695395,-0.079229,0.710872
-1596.71,316.441,863.226 -0.071001,-0.695204,-0.080738,0.710726
-1595.633,316.37,863.21 -0.072386,-0.695041,-0.081999,0.710601
-1594.492,316.303,863.194 -0.073515,-0.694906,-0.08302,0.710499
-1593.293,316.247,863.178 -0.074383,-0.6948,-0.083796,0.710421
-1592.036,316.209,863.161 -0.074987,-0.694725,-0.084322,0.710369
-1590.719,316.193,863.145 -0.075332,-0.694681,-0.084603,0.710342
-1589.344,316.192,863.128 -0.075446,-0.694664,-0.084666,0.710339
-1587.916,316.2,863.111 -0.075366,-0.694671,-0.084544,0.710355
-1586.443,316.21,863.094 -0.075127,-0.694697,-0.084272,0.710387
-1584.921,316.215,863.077 -0.074762,-0.694738,-0.083881,0.710432
-1583.346,316.213,863.059 -0.074296,-0.694791,-0.083395,0.710486
-1581.725,316.209,863.041 -0.073751,-0.694853,-0.082836,0.710548
-1580.063,316.203,863.022 -0.073147,-0.694922,-0.082221,0.710615
-1578.357,316.198,863.003 -0.0725,-0.694995,-0.081567,0.710685
-1576.609,316.193,862.984 -0.071825,-0.69507,-0.080889,0.710757
-1574.821,316.187,862.965 -0.071138,-0.695147,-0.080202,0.710829
-1572.991,316.183,862.945 -0.070451,-0.695223,-0.079515,0.7109
-1571.122,316.178,862.925 -0.069775,-0.695297,-0.078841,0.71097
-1569.216,316.174,862.905 -0.069118,-0.695368,-0.078188,0.711036
-1567.272,316.17,862.885 -0.068487,-0.695436,-0.077561,0.7111
-1565.295,316.167,862.864 -0.067886,-0.6955,-0.076965,0.711159
-1563.281,316.163,862.844 -0.067317,-0.695561,-0.076401,0.711215
-1561.235,316.16,862.823 -0.066783,-0.695617,-0.075872,0.711267
-1559.156,316.158,862.802 -0.066283,-0.695669,-0.075377,0.711315
-1557.045,316.155,862.78 -0.065817,-0.695717,-0.074916,0.71136
-1554.901,316.153,862.759 -0.065385,-0.695762,-0.074489,0.711401
-1552.729,316.151,862.737 -0.064986,-0.695803,-0.074094,0.711439
-1550.529,316.149,862.715 -0.064618,-0.69584,-0.073731,0.711474
-1548.307,316.147,862.693 -0.064281,-0.695874,-0.073397,0.711505
-1546.058,316.146,862.671 -0.063969,-0.695905,-0.073089,0.711535
-1543.78,316.144,862.648 -0.063682,-0.695934,-0.072806,0.711562
-1541.475,316.143,862.626 -0.063419,-0.69596,-0.072545,0.711586
-1539.142,316.142,862.603 -0.063176,-0.695984,-0.072306,0.711609
-1536.785,316.141,862.581 -0.062954,-0.696006,-0.072087,0.711629
-1534.402,316.14,862.558 -0.062751,-0.696025,-0.071887,0.711648
-1531.997,316.14,862.535 -0.062566,-0.696043,-0.071704,0.711665
-1529.568,316.139,862.511 -0.062395,-0.696059,-0.071536,0.711682
-1527.12,316.138,862.488 -0.06224,-0.696074,-0.071383,0.711696
-1524.648,316.138,862.464 -0.062098,-0.696088,-0.071243,0.711709
-1522.238,316.151,862.443 -0.060543,-0.696241,-0.069721,0.711844
-1519.946,316.182,862.424 -0.056685,-0.696607,-0.065946,0.712163
-1517.769,316.224,862.408 -0.050978,-0.697113,-0.060362,0.712595
-1515.707,316.272,862.395 -0.043767,-0.697687,-0.053307,0.713075
-1513.76,316.323,862.385 -0.035328,-0.698267,-0.045048,0.713544
-1511.925,316.375,862.377 -0.025838,-0.698804,-0.03576,0.713952
-1510.209,316.423,862.372 -0.015493,-0.699248,-0.025632,0.714252
-1508.604,316.468,862.37 -0.004365,-0.699561,-0.014736,0.714407
-1507.115,316.506,862.37 0.007446,-0.699709,-0.003169,0.714383
-1505.741,316.538,862.372 0.019893,-0.699656,0.009025,0.714145
-1504.478,316.563,862.377 0.03297,-0.699373,0.021839,0.713662
-1503.329,316.58,862.385 0.046464,-0.698834,0.035066,0.712912
-1502.295,316.589,862.395 0.05882,-0.69812,0.04718,0.711999
-1501.371,316.592,862.408 0.068711,-0.697397,0.057233,0.711084
-1500.555,316.59,862.424 0.075921,-0.696783,0.065126,0.710273
-1499.845,316.585,862.442 0.082262,-0.696175,0.072073,0.709492
-1499.241,316.577,862.462 0.087782,-0.695595,0.078129,0.708758
-1498.742,316.568,862.484 0.092457,-0.695066,0.08328,0.708096
-1498.344,316.556,862.507 0.096207,-0.694617,0.087457,0.707533
-1498.047,316.543,862.533 0.098913,-0.694279,0.090551,0.707103
-1497.848,316.528,862.56 0.100481,-0.694078,0.092477,0.706829
-1497.744,316.511,862.588 0.100876,-0.694028,0.093205,0.706727
-1497.733,316.492,862.618 0.100158,-0.694123,0.092799,0.706788
-1497.811,316.473,862.65 0.098457,-0.694346,0.091392,0.706992
-1497.975,316.453,862.682 0.095986,-0.694662,0.089197,0.707301
-1498.223,316.434,862.716 0.092993,-0.695034,0.086463,0.707675
-1498.552,316.415,862.752 0.089712,-0.695428,0.083421,0.708077
-1498.958,316.398,862.788 0.08635,-0.695817,0.080279,0.708476
-1499.44,316.381,862.825 0.083066,-0.696182,0.077195,0.708853
-1499.995,316.367,862.864 0.079963,-0.696513,0.074271,0.709196
-1500.62,316.353,862.904 0.077099,-0.696808,0.071568,0.709502
-1501.313,316.342,862.944 0.074498,-0.697065,0.069109,0.709771
-1502.07,316.331,862.985 0.072165,-0.697288,0.066904,0.710004
EndHeliManeuver
