X 3326.033936, 199.984970, 11047.009766, 2.869848, 0.000000, 0.000000, CIV_WATER
X -4976.281250, 200.132919, -13716.318359, -0.074390, 0.000000, 0.000000, CIV_WATER
X 270.014587, 200.035370, -12363.099609, -2.029554, 0.000000, 0.000000, CIV_WATER
X -619.796326, 200.019012, 11231.513672, 0.523576, 0.000000, 0.000000, CIV_WATER
X -7879.087402, 200.048828, 2684.587891, -1.496366, 0.000000, 0.000000, CIV_WATER
X -2660.663574, 200.133713, 4677.501465, -1.581475, 0.000000, 0.000000, CIV_WATER
X -5114.004883, 200.038818, 12213.025391, -1.288834, 0.000000, 0.000000, CIV_WATER
X -7014.908203, 200.082535, -11173.337891, 1.871059, 0.000000, 0.000000, CIV_WATER
X 6641.048828, 200.057358, 4868.224609, -2.188474, -0.000000, 0.000000, CIV_WATER
X 2046.556396, 199.983978, -7669.403809, 1.617383, 0.000000, 0.000000, CIV_WATER
X -313.591797, 200.032761, 5627.319824, 0.567817, 0.000000, 0.000000, CIV_WATER
X -12917.104492, 200.039246, 8330.908203, 2.736454, 0.000000, 0.000000, CIV_WATER
X 2985.782715, 200.139542, 10081.293945, 2.853655, 0.000000, 0.000000, CIV_WATER
X 7083.764648, 200.022141, 9797.701172, 0.469361, 0.000000, 0.000000, CIV_WATER
X -1689.039429, 200.124069, 9254.262695, 1.137399, 0.000000, 0.000000, CIV_WATER
X -13700.381836, 200.047073, 4688.495605, 1.323223, 0.000000, 0.000000, CIV_WATER
X -7885.349609, 200.083740, 7679.459473, -0.762226, 0.000000, 0.000000, CIV_WATER
X 741.886597, 200.012543, 1897.578735, 2.849012, 0.000000, 0.000000, CIV_WATER
X 10261.429688, 199.988831, 12467.419922, -1.182053, 0.000000, 0.000000, CIV_WATER
X 14011.215820, 199.993515, 2400.796631, -1.567078, 0.000000, 0.000000, CIV_WATER
X 11035.507812, 200.029861, -1584.350952, 1.576751, 0.000000, 0.000000, CIV_WATER
X -4777.118652, 199.959122, -5289.199707, -2.901666, -0.000000, 0.000000, CIV_WATER
X 2350.730469, 200.010864, 4455.260742, 1.353182, 0.000000, 0.000000, CIV_WATER
X -7271.777832, 199.962708, -6370.004883, 1.620613, 0.000000, 0.000000, CIV_WATER
X 2327.103271, 199.998245, 6979.074219, -0.400878, 0.000000, 0.000000, CIV_WATER
X 645.922607, 200.054977, -2273.067139, 2.558239, 0.000000, 0.000000, CIV_WATER
X 10007.028320, 200.001389, -11036.987305, -0.092380, 0.000000, 0.000000, CIV_WATER
X -1356.383301, 200.049133, -13461.675781, -0.989022, 0.000000, 0.000000, CIV_WATER
X -7974.905762, 200.039078, -2229.258057, 2.109634, 0.000000, 0.000000, CIV_WATER
X -5860.757812, 199.968201, 9756.697266, -1.113333, 0.000000, 0.000000, CIV_WATER
X 11550.659180, 200.124451, -4113.447266, -1.750907, 0.000000, 0.000000, CIV_WATER
